Site,Zone,Transect,Photocount,PhotoID,GPS,GPS,Point,Abiotic (m/s/rb/b/rk/mm),Living cover(sg/ns/sc/ca/cc/ma/ta/ua/ev/nm),Genus,Species,Morphology,Notes,Species to count,count,n-1,n(n-1),Diversity
Wailupe,B,2,7,DSCF1270,,,15,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,16,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,17,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,18,s,no,,,,,,,,,
Wailupe,B,2,7,DSCF1270,,,19,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,20,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,1,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,2,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,3,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,5,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,6,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,7,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,8,DSCF1271,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,9,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,8,DSCF1271,,,10,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,11,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,12,rb,ma,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,13,rb,ma,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,14,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,15,rb,ma,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,16,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,17,rb,ma,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,18,s,no,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,19,rb,ma,,,,,,,,,
Wailupe,B,2,8,DSCF1271,,,20,rb,ma,,,,,,,,,
Wailupe,B,2,9,DSCF1272,,,1,s,ta,,,t,,,,,,
Wailupe,B,2,9,DSCF1272,,,2,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,3,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,4,s,no,,,,,,,,,
Wailupe,B,2,9,DSCF1272,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,7,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,8,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,10,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,9,DSCF1272,,,11,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,12,s,no,,,,,,,,,
Wailupe,B,2,9,DSCF1272,,,13,rk,ta,,,t,,,,,,
Wailupe,B,2,9,DSCF1272,,,14,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,9,DSCF1272,,,15,rk,ta,,,t,,,,,,
Wailupe,B,2,9,DSCF1272,,,16,s,no,,,,,,,,,
Wailupe,B,2,9,DSCF1272,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,18,rk,ta,,,t,On Gracilaria,,,,,
Wailupe,B,2,9,DSCF1272,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,9,DSCF1272,,,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,1,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,10,DSCF1273,,,2,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,3,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,4,s,no,,,,,,,,,
Wailupe,B,2,10,DSCF1273,,,5,s,no,,,,,,,,,
Wailupe,B,2,10,DSCF1273,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,7,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,8,rk,ma,Actinotrichia,fragilis,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,10,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,10,DSCF1273,,,11,s,no,,,,,,,,,
Wailupe,B,2,10,DSCF1273,,,12,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,10,DSCF1273,,,13,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,10,DSCF1273,,,14,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,10,DSCF1273,,,15,s,no,,,,,,,,,
Wailupe,B,2,10,DSCF1273,,,16,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,10,DSCF1273,,,17,s,no,,,,,,,,,
Wailupe,B,2,10,DSCF1273,,,18,rk,ta,,,t,on Gracilaria,,,,,
Wailupe,B,2,10,DSCF1273,,,19,s,no,,,,,,,,,
Wailupe,B,2,10,DSCF1273,,,20,rk,ma,Actinotrichia,fragilis,b,,,,,,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,1,rk,ma,Gracilaria,salicornia,b,,Gracilaria salicornia,94,93,8742,0.182038835
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,2,rk,ma,Gracilaria,salicornia,b,,Articulated Coralline Algae,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,3,rk,ta,,,,,Acanthophora spicifera,2,1,2,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,4,rk,ma,Gracilaria,salicornia,b,,Actinotrichia sp.,1,0,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,5,rk,ma,Gracilaria,salicornia,b,,Crustose coralline algae,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,6,rk,ma,Gracilaria,salicornia,b,,Cyanobacteria sp.,4,3,12,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,7,rk,ma,Gracilaria,salicornia,b,,Euptiloclaida sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,8,rk,ma,Gracilaria,salicornia,b,,Halimeda sp. ,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,9,s,no,,,,,Hydrolithon sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,10,rk,ma,Gracilaria,salicornia,b,,Hypnea sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,11,rk,ma,Gracilaria,salicornia,b,,Lyngbya sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,12,rk,ma,Gracilaria,salicornia,b,,Montipora sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,13,rk,ma,Gracilaria,salicornia,b,,Neritina sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,14,s,no,,,,,Peyssonnelia sp.,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,15,rk,ma,Gracilaria,salicornia,b,,Porites sp. ,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,16,s,no,,,,,Pterocladiella sp.,3,2,6,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,17,rk,ma,Gracilaria,salicornia,b,,Spyridia filamentosa,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,18,s,no,,,,,Zoanthid sp. ,0,-1,0,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,19,rk,ma,Gracilaria,salicornia,b,,SUM,104,,8762,
Wailupe,B,3,1,DSCF1275,21.27517,-157.76230,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,1,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,2,rk,ma,Gracilaria,salicornia,b,,N(N-1),10712,,,
Wailupe,B,3,2,DSCF1276,,,3,rk,ma,Gracilaria,salicornia,b,,D=n(n-1)/N(N-1),0.182038835,,,
Wailupe,B,3,2,DSCF1276,,,4,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,7,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,8,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,10,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,11,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,12,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,13,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,15,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,18,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,2,DSCF1276,,,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,1,rk,ma,Pterocladiella,caerulescens,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,2,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,3,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,4,s,no,,,,,,,,,
Wailupe,B,3,3,DSCF1277,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,6,s,no,,,,,,,,,
Wailupe,B,3,3,DSCF1277,,,7,rk,ma,Pterocladiella,caerulescens,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,8,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,10,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,11,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,12,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,13,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,15,rk,ma,Pterocladiella,caerulescens,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,18,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,3,DSCF1277,,,19,s,no,,,,,,,,,
Wailupe,B,3,3,DSCF1277,,,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,1,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,2,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,3,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,4,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,6,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,7,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,8,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,9,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,10,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,11,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,12,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,13,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,15,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,17,rk,ta,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,18,s,no,,,,,,,,,
Wailupe,B,3,4,DSCF1278,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,4,DSCF1278,,,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,5,DSCF1279,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,5,DSCF1279,,,2,rb,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,3,rb,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,4,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,5,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,6,rb,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,7,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,8,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,3,5,DSCF1279,,,9,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,10,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,11,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,12,s,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,5,DSCF1279,,,13,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,14,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,5,DSCF1279,,,15,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,5,DSCF1279,,,16,rb,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,17,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,18,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,19,s,no,,,,,,,,,
Wailupe,B,3,5,DSCF1279,,,20,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,6,DSCF1280,,,1,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,3,6,DSCF1280,,,2,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,3,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,4,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,5,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,6,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,7,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,8,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,9,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,10,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,11,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,12,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,13,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,14,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,3,6,DSCF1280,,,15,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,16,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,17,rb,ta,,,t,,,,,,
Wailupe,B,3,6,DSCF1280,,,18,s,no,,,,,,,,,
Wailupe,B,3,6,DSCF1280,,,19,rb,ta,,,t,,,,,,
Wailupe,B,3,6,DSCF1280,,,20,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,1,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,2,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,3,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,5,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,6,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,7,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,9,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,10,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,11,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,12,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,14,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,15,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,7,DSCF1281,,,16,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,17,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,18,s,no,,,,,,,,,
Wailupe,B,3,7,DSCF1281,,,19,rb,ta,,,t,,,,,,
Wailupe,B,3,7,DSCF1281,,,20,rb,ta,,,t,,,,,,
Wailupe,B,3,8,DSCF1282,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,8,DSCF1282,,,2,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,8,DSCF1282,,,3,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,8,DSCF1282,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,8,DSCF1282,,,5,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,6,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,8,DSCF1282,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,8,DSCF1282,,,8,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,9,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,10,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,11,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,12,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,3,8,DSCF1282,,,13,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,3,8,DSCF1282,,,14,rb,ra,,,t,,,,,,
Wailupe,B,3,8,DSCF1282,,,15,rb,ta,,,t,,,,,,
Wailupe,B,3,8,DSCF1282,,,16,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,17,rb,ma,Actinotrichia,fragilis,t,,,,,,
Wailupe,B,3,8,DSCF1282,,,18,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,19,s,no,,,,,,,,,
Wailupe,B,3,8,DSCF1282,,,20,s,no,,,,,,,,,
Wailupe,B,3,9,DSCF1283,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,2,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,3,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,5,s,no,,,,,,,,,
Wailupe,B,3,9,DSCF1283,,,6,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,9,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,10,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,12,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,14,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,15,rb,ta,,,t,,,,,,
Wailupe,B,3,9,DSCF1283,,,16,rb,ta,,,t,,,,,,
Wailupe,B,3,9,DSCF1283,,,17,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,18,s,no,,,,,,,,,
Wailupe,B,3,9,DSCF1283,,,19,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,9,DSCF1283,,,20,rb,ta,,,t,,,,,,
Wailupe,B,3,10,DSCF1284,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,10,DSCF1284,,,2,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,3,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,10,DSCF1284,,,4,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,5,rb,ta,,,t,,,,,,
Wailupe,B,3,10,DSCF1284,,,6,rb,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,7,rb,ta,,,t,,,,,,
Wailupe,B,3,10,DSCF1284,,,8,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,9,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,3,10,DSCF1284,,,10,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,11,rb,ta,,,t,,,,,,
Wailupe,B,3,10,DSCF1284,,,12,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,13,rb,ta,,,t,,,,,,
Wailupe,B,3,10,DSCF1284,,,14,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,15,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,16,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,17,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,18,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,19,s,no,,,,,,,,,
Wailupe,B,3,10,DSCF1284,,,20,s,no,,,,,,,,,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,1,rb,ta,,,t,,Gracilaria salicornia,6,5,30,0.6526315789
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,2,rb,ta,,,t,,Articulated Coralline Algae,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,3,rb,ma,Gracilaria,salicornia,b,,Acanthophora spicifera,4,3,12,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,4,rb,ta,,,t,,Actinotrichia sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,5,s,no,,,,,Crustose coralline algae,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,6,s,ta,,,t,,Cyanobacteria sp.,10,9,90,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,7,s,no,,,,,Euptiloclaida sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,8,rb,no,,,,,Halimeda sp. ,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,9,rb,ma,Gracilaria,salicornia,b,,Hydrolithon sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,10,s,no,,,,,Hypnea sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,11,rb,ma,Acanthophora,spicifera,b,,Lyngbya sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,12,rb,ma,Gracilaria,salicornia,b,,Montipora sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,13,rb,ma,,,b,,Neritina sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,14,s,no,,,,,Peyssonnelia sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,15,s,no,,,,,Porites sp. ,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,16,rb,ta,,,t,,Pterocladiella sp.,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,17,rb,ma,Gracilaria,salicornia,b,,Spyridia filamentosa,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,18,s,no,,,,,Zoanthid sp. ,0,-1,0,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,19,rb,ma,Gracilaria,salicornia,b,,SUM,20,,132,
Wailupe,B,4,1,DSCF1285,21.27509,-157.76251,20,rb,ta,,,t,,,,,,
Wailupe,B,4,2,DSCF1286,,,1,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,2,s,no,,,,,N(N-1),380,,,
Wailupe,B,4,2,DSCF1286,,,3,s,no,,,,,D=n(n-1)/N(N-1),0.6526315789,,,
Wailupe,B,4,2,DSCF1286,,,4,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,4,2,DSCF1286,,,5,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,6,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,7,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,8,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,9,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,10,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,11,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,12,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,13,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,14,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,15,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,16,s,no,,,,,,,,,
Wailupe,B,4,2,DSCF1286,,,17,s,no,,,,,,,,,
